,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,punctuation,upper
10,13138,569931787398303744,positive,1.0,,,American,,pornobobbie,,0,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,,2015-02-23 10:48:21 -0800,"ÜT: 37.77581,-122.419796",Pacific Time (US & Canada),1,7
11,8406,568419991030087681,positive,0.6596,,,Delta,,DMakesCakes,,0,@JetBlue ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256,,2015-02-19 06:41:01 -0800,"Queens, NY",,1,0
12,1087,569931716049154051,positive,1.0,,,United,,roxymtjoy,,0,@united counter agents at RDU deserve a medal. #thankyou,,2015-02-23 10:48:04 -0800,Pittsburgh area,Eastern Time (US & Canada),0,1
13,12091,570295901555699712,positive,1.0,,,American,,MeeestarCoke,,0,@AmericanAir thanks!!,,2015-02-24 10:55:13 -0800,BK,,2,0
14,14134,569662896344592385,positive,1.0,,,American,,jadedhippie09,,0,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.,,2015-02-22 16:59:52 -0800,,,0,1
15,422,568119079371997186,positive,1.0,,,Virgin America,,jhen_d,,0,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,,2015-02-18 10:45:18 -0800,"Austin, Texas",Mountain Time (US & Canada),3,0
16,3558,568270132956409857,positive,0.6354,,,United,,travelwithMKJ,,0,@united did I win :),,2015-02-18 20:45:32 -0800,Sydney Australia ,Sydney,0,1
17,4899,569667238808068098,positive,1.0,,,Southwest,,MarkMais,,0,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,,2015-02-22 17:17:08 -0800,"Denver, Colorado",Mountain Time (US & Canada),0,1
18,10533,569220243123544065,positive,0.6778,,0.0,US Airways,,MichelleFilling,,0,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice,,2015-02-21 11:40:56 -0800,,Eastern Time (US & Canada),0,0
19,7112,569934977963573248,positive,0.6697,,,Delta,,SmokeeRobinson,,1,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”","[33.78310211, -84.21250227]",2015-02-23 11:01:02 -0800,"Jersey bred, Atlanta resident",Eastern Time (US & Canada),0,0
20,8430,568378598043852800,positive,0.6539,,,Delta,,philpete,,0,@JetBlue where's my selfie?,,2015-02-19 03:56:32 -0800,London,London,0,0
21,14133,569663325383979008,positive,0.6541,,,American,,jlr0117,,0,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!,,2015-02-22 17:01:35 -0800,"ÜT: 38.830712,-77.110175",Eastern Time (US & Canada),1,1
22,470,567807967706488832,positive,1.0,,,Virgin America,,tookthecollar,,0,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,,2015-02-17 14:09:03 -0800,,,0,0
23,8196,568619425886121985,positive,1.0,,,Delta,,bangerangz,,0,@JetBlue my flight attendant Angel was awesome. #415 #kudos,,2015-02-19 19:53:30 -0800,,Pacific Time (US & Canada),0,0
24,12595,570094120993054720,positive,1.0,,,American,,gerri_elliott,,0,@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.,,2015-02-23 21:33:24 -0800,,,3,1
25,7188,569904537739382784,positive,0.6701,,0.0,Delta,,JamesMSama,,0,"@JetBlue good to know, thanks so much!",,2015-02-23 09:00:04 -0800,"Boston, MA.",Eastern Time (US & Canada),1,0
26,13803,569714842405249024,positive,0.7125,,,American,,nlrphoto,,0,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,,2015-02-22 20:26:17 -0800,,,2,0
27,13151,569927644575182849,positive,0.6795,,,American,,DL_Dub,,0,@AmericanAir thanks.....,,2015-02-23 10:31:53 -0800,'Merica,,0,0
28,8353,568443892569235457,positive,1.0,,,Delta,,leahmg2,,0,@JetBlue great flight and crew! Flight 51 from BOS to MCO,,2015-02-19 08:15:59 -0800,New Jersey,Eastern Time (US & Canada),1,2
29,8907,567758699574226944,positive,1.0,,,Delta,,jacobhenenberg,,0,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,2015-02-17 10:53:17 -0800,"Melbourne, Australia",Melbourne,0,2
30,10532,569220438397751299,positive,1.0,,,US Airways,,culvert,,0,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,,2015-02-21 11:41:42 -0800,"Miami, Fla",Eastern Time (US & Canada),1,2
31,12627,570083543553945600,positive,0.669,,,American,,lczand,,0,@AmericanAir thank you,,2015-02-23 20:51:23 -0800,SE USA,Central Time (US & Canada),0,0
32,7607,569510849846611968,positive,1.0,,,Delta,,SMHillman,,0,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,,2015-02-22 06:55:42 -0800,"New York, NY",Eastern Time (US & Canada),0,0
33,5996,568440384897966080,positive,0.6437,,0.0,Southwest,,JulieMedia,,1,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,,2015-02-19 08:02:03 -0800,,Eastern Time (US & Canada),0,0
34,6743,567655489119326209,positive,1.0,,,Southwest,,rjp1208,,0,@SouthwestAir nice work on the update!,,2015-02-17 04:03:09 -0800,,Pacific Time (US & Canada),1,0
35,395,568245360998658048,positive,1.0,,,Virgin America,,GeorgettePierre,,0,@VirginAmerica thank you,,2015-02-18 19:07:06 -0800,your third eye...,Eastern Time (US & Canada),0,0
36,5191,569266206596734976,positive,1.0,,,Southwest,,LRBurbs,,0,@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire,,2015-02-21 14:43:34 -0800,chicago,Central Time (US & Canada),3,0
37,8203,568611819864117248,positive,1.0,,,Delta,,ClassyMalick,,0,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),,2015-02-19 19:23:16 -0800,NY,,3,1
38,5123,569330414193483776,positive,0.6753,,,Southwest,,ke_gluth,,0,@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him,,2015-02-21 18:58:43 -0800,,Central Time (US & Canada),1,1
39,5176,569277512892551168,positive,1.0,,,Southwest,,goodchrism,,0,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,,2015-02-21 15:28:30 -0800,"Boston, MA",Eastern Time (US & Canada),0,1
40,11620,567867498126770176,positive,1.0,,,US Airways,,Corybranan,,0,@USAirways Will do. I appreciate the response.,,2015-02-17 18:05:36 -0800,"Nashville, Tennessee",Central Time (US & Canada),0,1
41,11736,567788199175786496,positive,0.6637,,0.0,US Airways,,NaomiSheltonDC,,0,@USAirways thanks. 😒,,2015-02-17 12:50:30 -0800,,Eastern Time (US & Canada),0,0
42,467,567812402764374016,positive,1.0,,,Virgin America,,mynejas,,0,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,,2015-02-17 14:26:40 -0800,"Oakland, CA",Pacific Time (US & Canada),2,2
43,8403,568423278555086848,positive,1.0,,,Delta,,DMakesCakes,,0,@JetBlue thank you!!,,2015-02-19 06:54:05 -0800,"Queens, NY",,2,0
44,7553,569533479362408448,positive,1.0,,,Delta,,nancyberman_,,0,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,,2015-02-22 08:25:37 -0800,• PSU '19 • faith • ,Eastern Time (US & Canada),3,0
45,7707,569330091857219585,positive,1.0,,,Delta,,catiehorst,,0,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,,2015-02-21 18:57:26 -0800,,Quito,1,1
46,12207,570263448828780547,positive,1.0,,,American,,ELLLORRAC,,0,@AmericanAir great customer service thanks,,2015-02-24 08:46:15 -0800,,Central Time (US & Canada),0,0
47,8036,568849719625158657,positive,1.0,,,Delta,,JPopsie,,0,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,,2015-02-20 11:08:36 -0800,Global,Eastern Time (US & Canada),0,0
48,5783,568607454893727744,positive,0.6252,,,Southwest,,CalbynSevilla,,0,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;),,2015-02-19 19:05:56 -0800,,,0,0
49,9775,569671624921915392,positive,1.0,,,US Airways,,sleenieto,,0,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,,2015-02-22 17:34:34 -0800,Tampa,Eastern Time (US & Canada),1,2
50,12704,570054549915873280,positive,1.0,,,American,,Kristimb,,0,@AmericanAir Thank you for the response. Much appreciated!,,2015-02-23 18:56:10 -0800,Los Angeles,Pacific Time (US & Canada),1,0
51,7802,569235924544045057,positive,1.0,,,Delta,,scrappiedoodle,,0,@JetBlue Awesome! Thank you! ;),,2015-02-21 12:43:14 -0800,Virginia & Cali,,2,0
52,4940,569626122578726913,positive,1.0,,,Southwest,,stephwalker78,,0,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄",,2015-02-22 14:33:45 -0800,Southern Virginia!!!!!!,,1,1
53,8870,567783456420012032,positive,1.0,,,Delta,,FoppishDork,,0,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,,2015-02-17 12:31:39 -0800,,,3,0
54,7780,569249704543965184,positive,1.0,,,Delta,,delmo75,,0,@JetBlue great flight http://t.co/E0R0NTO4TR,,2015-02-21 13:38:00 -0800,,,0,0
55,1037,569956201934385152,positive,0.6627,,0.0,United,,HeyAileen,,0,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,,2015-02-23 12:25:22 -0800,Oakland by way of Chicago,Central Time (US & Canada),0,1
56,5922,568483773467262976,positive,0.664,,0.0,Southwest,,boscott73,,0,"@SouthwestAir thanks for your attention, I've been flying southwest for 3 years and haven't had this issue in the past.",,2015-02-19 10:54:28 -0800,"Denver, Colorado",Mountain Time (US & Canada),0,0
57,81,569933777931145216,positive,1.0,,,Virgin America,,artisticwritr87,,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada),0,1
58,7737,569296354607935488,positive,0.6691,,,Delta,,tarapall,,0,@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend,,2015-02-21 16:43:22 -0800,Long Island/Westchester,Eastern Time (US & Canada),1,0
59,1344,569807000927920128,positive,1.0,,,United,,Bridget__Walsh,,0,"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!",,2015-02-23 02:32:30 -0800,"Cleveland, Ohio",Atlantic Time (Canada),1,3
60,4859,569676404893163520,positive,0.6536,,,Southwest,,happygirlvicki,,0,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",,2015-02-22 17:53:33 -0800,"Omaha, Nebraska",Central Time (US & Canada),0,1
61,7141,569926559982751744,positive,0.6634,,,Delta,,itsbae__,,0,“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !,"[26.37067479, -80.10215823]",2015-02-23 10:27:35 -0800,561 ✈️ da globe,Quito,2,1
62,8077,568807823187976193,positive,0.6667,,,Delta,,SMHillman,,0,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,,2015-02-20 08:22:07 -0800,"New York, NY",Eastern Time (US & Canada),0,1
63,7098,569937722804211713,positive,1.0,,,Delta,,miaerolinea,,1,Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,,2015-02-23 11:11:56 -0800,Worldwide,Caracas,1,1
64,7243,569836232999612417,positive,1.0,,,Delta,,globalwriter1,,0,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.",,2015-02-23 04:28:39 -0800,"40.41,-73.19",Eastern Time (US & Canada),0,2
65,11973,570279653337927680,positive,1.0,,,American,,sundialtours,,0,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",,2015-02-24 09:50:39 -0800,"Astoria, OR",Tijuana,1,0
66,1892,569531969110974464,positive,1.0,,,United,,KapuriaMd,,0,@united worked out after all. Thanks for your immediate reply!!,,2015-02-22 08:19:37 -0800,,,2,0
67,6451,567843845247016960,positive,0.6703,,,Southwest,,TJGoertz,,0,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",,2015-02-17 16:31:37 -0800,Toronto,Eastern Time (US & Canada),0,0
68,9795,569662906842750976,positive,1.0,,,US Airways,,RockHardGurl,,0,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,,2015-02-22 16:59:55 -0800,,,0,2
69,2279,569278858123300864,positive,0.6787,,,United,,SmallMol,,0,@united I see. Thanks for explaining.,,2015-02-21 15:33:51 -0800,A Californian in London,,0,1
70,12163,570271904508092416,positive,0.6892,,0.0,American,,superyan,,0,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,,2015-02-24 09:19:51 -0800,,,0,0
71,57,569990222609412097,positive,0.635,,,Virgin America,,KevinDemsi,,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur,4,0
72,1765,569596089625661440,positive,1.0,,,United,,MaryStinchfield,,0,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,,2015-02-22 12:34:25 -0800,Massachusetts  ,,1,2
73,9755,569682149277900800,positive,1.0,,,US Airways,,maxtheminidoxie,,0,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊,,2015-02-22 18:16:23 -0800,Boston,,0,2
74,4717,569903377598914562,positive,1.0,,,Southwest,,EASmith_,,0,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;),,2015-02-23 08:55:28 -0800,"Columbus, OH",Quito,0,0
75,13280,569896560936374272,positive,1.0,,,American,,elisakathleen,,0,"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face",,2015-02-23 08:28:22 -0800,"Boston, MA",,0,0
76,5836,568562728585064449,positive,1.0,,,Southwest,,bjpoppe,,0,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.,,2015-02-19 16:08:12 -0800,"Columbus, Ohio",Eastern Time (US & Canada),0,0
77,12391,570204435663581184,positive,0.6438,,,American,,barrysterling,,0,@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,,2015-02-24 04:51:46 -0800,Texas,Central Time (US & Canada),4,1
78,600,570258760200953856,positive,0.6891,,,United,,ShawnaNewman,,0,@united thx for update,,2015-02-24 08:27:37 -0800,searching for coffee,Eastern Time (US & Canada),0,0
79,6096,568238379847921665,positive,1.0,,,Southwest,,yancey_jake,,0,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,,2015-02-18 18:39:21 -0800,,,3,2
80,1177,569904824793362433,positive,0.6559,,,United,,bravesandbeer,,0,@united just confirmed a seat! Crisis averted! Beers won't be missed now,,2015-02-23 09:01:13 -0800,Georgia,Eastern Time (US & Canada),2,0
81,4478,570217425100148738,positive,0.6998,,0.0,Southwest,,quiltbabe,,0,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!",,2015-02-24 05:43:22 -0800,,Eastern Time (US & Canada),1,0
82,477,567806467974365184,positive,1.0,,,Virgin America,,HereticPharaoh,,0,@VirginAmerica wifi AND better seating.,,2015-02-17 14:03:05 -0800,"Jersey City, New Jersey ",Eastern Time (US & Canada),0,1
83,3659,568203785996263424,positive,0.6525,,,United,,mfcompany,,0,@united it's kinda funny. No worries.,,2015-02-18 16:21:53 -0800,Las Vegas,Eastern Time (US & Canada),0,0
84,10832,568838743030956032,positive,1.0,,,US Airways,,MikeSelesky,,0,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,,2015-02-20 10:24:59 -0800,,,1,0
85,11061,568549003626811392,positive,0.6484,,0.0,US Airways,,JackNastyphx,,0,@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(,,2015-02-19 15:13:40 -0800,,Pacific Time (US & Canada),0,5
86,11458,568103967185444866,positive,0.6871,,0.0,US Airways,,MoamarMoMoney,,0,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.,"[41.16012493, -81.39760735]",2015-02-18 09:45:15 -0800,,Eastern Time (US & Canada),0,1
87,8252,568556148368019456,positive,1.0,,,Delta,,CaralynMirand,,0,@JetBlue thanks JB!! This is why I 💙 you!,,2015-02-19 15:42:03 -0800,"Buffalo, NY",Eastern Time (US & Canada),3,2
88,8057,568827568973066240,positive,0.6719,,,Delta,,Bkgirl_VSL,,0,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,,2015-02-20 09:40:35 -0800,"Brooklyn, NY",,0,0
89,12744,570040411206631424,positive,0.6874,,0.0,American,,cubexg,,0,@AmericanAir He thanks you. Anything you can do to help. Would any further information help in the process?,,2015-02-23 17:59:59 -0800,New York,Eastern Time (US & Canada),0,0
90,223,569221440794271745,positive,1.0,,,Virgin America,,carlos89178,,0,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,,2015-02-21 11:45:41 -0800,,,0,1
91,8632,568095961408507904,positive,1.0,,,Delta,,jos114,,0,@JetBlue Beatriz and Susan. Gate 4 MCO.,,2015-02-18 09:13:26 -0800,New York ,Eastern Time (US & Canada),0,1
92,2713,568946758404808704,positive,1.0,,,United,,nfriesen1,,0,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,,2015-02-20 17:34:12 -0800,"Winnipeg, MB Canada",Central Time (US & Canada),2,1
93,6257,568092489011236864,positive,0.68,,,Southwest,,gingypants,,0,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,,2015-02-18 08:59:38 -0800,"los angeles, ca",Alaska,1,0
94,7128,569927792781086720,positive,1.0,,,Delta,,laurenmichele26,,0,@JetBlue sounds good!!!💙💙💙💙,,2015-02-23 10:32:29 -0800,,,3,0
95,6267,568086667258679296,positive,0.6955,,,Southwest,,JacobZiegler,,0,@SouthwestAir @love_dragonss oh my gosh,,2015-02-18 08:36:30 -0800,"Toronto, Canada",Atlantic Time (Canada),0,0
96,1518,569685581787205632,positive,0.6544,,0.0,United,,RyanSennett,,0,@united bummer but thank you for the quick response,,2015-02-22 18:30:01 -0800,"Vancouver, WA",Pacific Time (US & Canada),0,0
97,203,569260526976544768,positive,1.0,,,Virgin America,,wmrrock,,0,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,,2015-02-21 14:21:00 -0800,CT,Eastern Time (US & Canada),1,0
98,7913,568987540155453440,positive,1.0,,,Delta,,LustyLovah,,0,@JetBlue of course !!!!,,2015-02-20 20:16:15 -0800,Where my pockets can take me,Quito,4,0
99,5964,568454986574602240,positive,1.0,,,Southwest,,SupermanHopkins,,0,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!",,2015-02-19 09:00:04 -0800,,,1,3
100,7201,569890099917246464,positive,1.0,,,Delta,,Fahrenheit350,,0,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!",,2015-02-23 08:02:42 -0800,"Salt Lake City, Utah",Mountain Time (US & Canada),2,0
101,908,570020852210774016,positive,1.0,,,United,,jalvich,,0,@united thank you. I flew into Newark from Vail/Eagle.,,2015-02-23 16:42:16 -0800,,Eastern Time (US & Canada),0,1
102,6197,568137557935960066,positive,1.0,,,Southwest,,Shadowjin12,,0,@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!,,2015-02-18 11:58:43 -0800,,,1,0
103,8399,568424725929701376,positive,1.0,,,Delta,,Kamari102,,0,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue,,2015-02-19 06:59:50 -0800,"Long Island, NY",Eastern Time (US & Canada),1,2
104,10131,569526164575924225,positive,0.7149,,0.0,US Airways,,RobinCBNNews,,0,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint.",,2015-02-22 07:56:33 -0800,,,0,4
105,4285,567733609130233856,positive,0.7097,,0.0,United,,BhutanOrient,,0,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",,2015-02-17 09:13:35 -0800,Bhutan,Pacific Time (US & Canada),0,0
106,8444,568253469129187328,positive,0.6544,,,Delta,,NickTypesWords,,6,"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI",,2015-02-18 19:39:19 -0800,Inquiries: CAA  •  Miller PR ,,0,0
107,4058,567845953245413376,positive,0.6307,,0.0,United,,palmettoblossom,,0,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",,2015-02-17 16:39:59 -0800,,,1,0
108,12221,570259502685151232,positive,0.6236,,,American,,Bishop71Bishop,,0,@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.,,2015-02-24 08:30:35 -0800,,,0,3
109,9943,569605258621661184,positive,1.0,,,US Airways,,kneedoc69,,0,@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice,,2015-02-22 13:10:51 -0800,"Mount Airy, NC",Atlantic Time (Canada),1,1
110,5837,568562631616942080,positive,1.0,,,Southwest,,md11pilotms,,0,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,,2015-02-19 16:07:49 -0800,,Eastern Time (US & Canada),1,0
111,12036,568551906634797056,positive,0.6242,,0.0,American,positive,byunsamuel,,0,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,,2015-02-19 15:25:12 -0800,"Sunnyside, NY",Eastern Time (US & Canada),1,0
112,6857,570137183442608128,positive,0.6554,,,Delta,,BonnieBitchh,,0,@JetBlue sure is 💙,,2015-02-24 00:24:31 -0800,NYC ,Central Time (US & Canada),0,0
113,8816,567824260207738880,positive,1.0,,,Delta,,reenapilgrim,,0,@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,,2015-02-17 15:13:47 -0800,,,1,0
114,9490,569909058250997760,positive,1.0,,,US Airways,,The_BlueAnchor,,0,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,,2015-02-23 09:18:02 -0800,"Dallas, TX",Central Time (US & Canada),2,0
115,5491,568947768149938176,positive,1.0,,,Southwest,,kimibader,,0,"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer",,2015-02-20 17:38:13 -0800,"Austin, Texas",Central Time (US & Canada),2,0
116,10099,569537485761433600,positive,1.0,,,US Airways,,clarkhook,,0,"@USAirways I finally spoke to a person. Despite the mind boggling wait time, the rep was very pleasant and very helpful. Kudos to her.",,2015-02-22 08:41:32 -0800,"Franklin, TN",Eastern Time (US & Canada),0,1
117,2392,569232480181489665,positive,1.0,,,United,,ChefjeffSD,,0,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,,2015-02-21 12:29:33 -0800,San Diego ,Pacific Time (US & Canada),0,0
118,8015,568872365146251264,positive,1.0,,,Delta,,mariobonifacio,,0,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,,2015-02-20 12:38:35 -0800,New York,Eastern Time (US & Canada),1,0
119,1415,569725892324253696,positive,0.6703,,0.0,United,,sdpurv,,0,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky,,2015-02-22 21:10:12 -0800,Canada,Mountain Time (US & Canada),0,0
120,6463,567831245260005376,positive,1.0,,,Southwest,,TaeMadden,,0,@SouthwestAir I did. Thank you.,,2015-02-17 15:41:33 -0800,I forgot - Earth Maybe??,,0,1
