positive,<username> # <punct> <punct> <punct>  houston bogota boarding again  safety first  it seems the mechanics fixed the problem fast  good energy to fly hom famili
positive,<username> thank y <punct> <punct>
positive,<username> thanks for all the help  totally appreciate it and you made it super easy too
positive,<username> kudos for not cancelled flightling flights from dfw this morn    united usually first to pan <punct> <punct> <punct>
positive,<username> <username> <username> well timed tweet  just boarded and will be listening on my way hom <punct>
positive,<username> <username> holy fuckinf shit
positive,<username> it's kinda funni  no worri <punct>
positive,<username> looks like our bag has been rescu  thank <punct>
positive,<username> r <punct>  that's good to hear  thanks for the update <username> <punct>  we may make that business meeting after al <punct>
positive,<username> thanks for prompt respons   another hour to enjoy vac  perhaps a bug in the app as it still shows  <punct> <punct> <punct> <punct> <punct>
positive,thank you unit  “<username>  <username> that's a beautiful place to stay a day long  have you been r book  if not  let me know  ^mn”
positive,<username> absolut <punct>
positive,<username> thanks for your prompt respons  i know you put safety first  unfortunately will hit freezing rain sleet on ride hom <punct>
positive,<username> if i could fly an md <punct> <punct> dc <punct>  i would be so happy i live that plane so much md <punct>  is love md <punct>  is lif <punct>
positive,<username> a big thanks to the gate agent flt <punct> <punct> <punct> <punct> <punct> keeping us informed of the delay#greatcustomerservic
positive,<username> i was so glad it was ment  i took my first virgin flight a few years back and it was a transformative experi <punct>
positive,<username> thank you for the service credit  and to <username> for positive thought <punct>
positive,<username> over the phon  i called the  <punct> <punct> <punct>  number and she picked up almost immedi <punct>
positive,<username> give her the recognition she deserv <punct>
positive,<username> this is unbeliev <punct> <punct>  thank you so much  #destinationdragon
positive,<username> great trip on  <punct> <punct> <punct>  yesterday   outstanding flight attend
positive,<username> <username> statement wasn't sent yesterday like jeanine said  after i even called last night as wel  again  excellent servic
positive,<username> give cyndi &amp  troy each a gold star <punct>
positive,<username>   hours and  <punct>  degree differ  yes pleas <punct>   mht to mco <username> <punct> <punct> <punct>  http <punct> <punct> t co mraw qdw d
positive,<username> thank  you guys are the best
positive,<username>  thank you for your awesome flight  sweetheart got screwed on <username>  managed to scramble and get a sw plane today   <punct> <punct> <punct>
positive,<username> offers hot tea and coffe <punct> <punct> at the g  you guys make me wonder why i have ever flown any other airlin  ☕✈👍
positive,<username> thanks for the repli  but a functioning plane four hours ago was the only way to do that  the staff was friendli  tho <punct>
positive,<username> <username> ah ha  i misread the end date as being  <punct> <punct> <punct>  not  <punct> <punct> <punct> <punct>  thanks for clarifying  <punct> <punct>
positive,<username> i just received your birthday card   it was amazing and made me smile with joy   nice video   thank <punct>
positive,“<username>  we hope you enjoy the #winterweather and brought your warm coat and glov  maria ” yup  new beanie http <punct> <punct> t co aneqxzr bp
positive,<username> thank y
positive,<username>    reflight booking problemss in last   days and each time united wait time was &lt <punct>  second  kudos to you for excellent customer servic <punct>
positive,<username> you have the absolute best team and customer service ev   every time i fly with you i'm delight   thank you <punct>
positive,<username> word thank
positive,<username> great  thank you  best of luck dealing with this horrible wint <punct>
positive,<username> <username> i really would love to experience first class on that plan looks stun <punct>
positive,<username> your beautiful front end design is down right now  but it was cool to still book my ticket b c all your back end was secur <punct>
positive,<username> thank you finally got our bag  customer services reps were wond <punct>
positive,<username> on my flight today from rsw to grr i was able to snag a free sw agent to check for m  it looks like we are  final  all set <punct>
positive,<username> is the best   can't wait to use my travel bank $ for a fun trip <punct>
positive,<username> thank <punct>  we will see what happen <punct> <punct>
positive,<username> last sleep in cali <punct> <punct>  back to jfk tomorrow night   looking forward to an another amazing flight with you all  <punct> <punct>
positive,<username> i wil  thank you for at least tweeting me back <punct>  better than most  👌
positive,<username> i love this song &lt <punct>  thanks <username>
positive,“<username>  <username> thanks for the shout out  candac  enjoy the rid ” alway  i adore american airlin <punct>
positive,<username> me on one of your plan <punct> <punct>  thanks for taking me arizona  <punct> <punct> <punct>  http <punct> <punct> t co finq fh ue
positive,<username> got a cal  bag is to be delivered tonight  thanks for your repli <punct> <punct>
positive,<username> it will be glow  your crew and your aircraft sparkl  you guys know about <username> right  might be a good partnership <punct> <punct>
positive,<username> ok  thank you
positive,<username> <username> big ups to newark airport staff &amp &amp  d dean  i was also treated lovely while i was in town  ❤❤
positive,<username> but don't worri  they found a hotel  it's only  <punct> min away  i got there around  <punct> <punct> <punct> <punct> pm  no problem <punct>
positive,<username> keep the flights cheap and earli on time and you are good  flew <username>  and cancelled flightled my flight   times last month  united&gt <punct>
positive,<username> thank y  busy tim <punct>
positive,<username> i'm #elevategold for a good reason  you rock <punct> <punct>
positive,<username> thank you for the confirm  maybe people on my flight have directional dislexia <punct>
positive,<username> you are the best <punct> <punct>  you are amaz <punct> <punct>  follow me pleas <punct> 🙏🙏🙏
positive,<username> i did see that  working on picking up a trip or two as we typ <punct>
positive,<username> thanks for the remind  it's been a fun rid  http <punct> <punct> t co ppva rch f
positive,<username> just gave me tickets to see <username>  at <username> on saturday  i can't even right now haha  thank you <punct> <punct> <punct> <punct>
positive,"<username> ""airport snow removal method # <punct> <punct> <punct> ""
keep up the good work folk  this is where cessna's become  <punct> <punct> 's  http <punct> <punct> t co <punct> pofsxojsi"
positive,<username> though i work for another major airlin   i love your black history month commerci  i thank y <punct>
positive,"cc <username>  #boldflavors “<username>  we’re bringing bourbon st  to  <punct> <punct> <punct> <punct> <punct>  ft  with bold flavor  fresh ingredients and more dining options"""
positive,<username> thank you aa  this is how i always start my vacations http <punct> <punct> t co dzkc auzu <punct>
positive,<username> <username> <username> but of cours   <punct> <punct>  #bestdressed #bluecarpet
positive,<username> big thanks to m  winston for assisting me over the phone with a baggage claim issue today  she really went the extra mil <punct>
positive,<username> just confirmed a seat  crisis avert  beers won't be missed now
positive,<username> the folks at the executive platinum desk are great pro   they understand my displeasure with change fees and switch to sw <punct>
positive,<username> what a really great &amp  flattering story about y  you should be very proud  <punct>  http <punct> <punct> t co <punct> br t qcxk  via <username> <punct>
positive,<username> great job with the passbook integr  it’ll really help streamline the commute to san fran  😊☕📲✈
positive,<username> thanks for your repli  it was flight  <punct> <punct> <punct> <punct> <punct>
positive,<username> ​ is flying from love to austin now  that is most excellent new <punct>
positive,<username> my birthday is during #destinationdragons and im a huge fan  anyway i can get ticket <punct>
positive,<username> you guys have such big heart <punct>  keep up the good work
positive,<username> looking forward to the beats music available on my flight today  that's pretty cool <punct>
positive,<username> is definitely my new favorite airlin <punct>
positive,<username> thank y  i know the weather in #boston isn't great  everyone's tir
positive,<username> then en route to the airport the rebooked ticket was refund <punct>
positive,<username> despite my bag not making it to newark good informative email tracking updates help <punct>
positive,<username> looks like i'm settled in to where i'm go   thx <punct>
positive,<username> i did  thank you <punct>
positive,<username> got it  thanks the quick repli <punct>
positive,<username> thank y <punct>
positive,<username> awesome deals d aus for only $ <punct>  each way  http <punct> <punct> t co xcvqxykg <punct> <punct>
positive,<username> that would be great
positive,<username> cool  are there stairs at jfk  i can walk short distances but not stair <punct>
positive,<username> glad you like it  feel free to steal it <punct>
positive,<username> would you say a delay is more lik  thanks so much <punct>
positive,<username> i love your company and your staff is amaz  they just made an uncomfortable situation comfort
positive,<username> has the best pilots ever thank you guys for the great trip #thatisal
positive,<username> oh no worri  just have never seen that before until today  i mean…it is a great card 😀
positive,<username> i'll have to drop by next time i visit <punct>
positive,<username> <username> well deserv <punct>
positive,<username> so happy you can accommodate peanut treenut allergies on flight   st online cover from air provid
positive,<username> got it taken care of  thank you &lt <punct> <punct>
positive,<username> met with ag  all taken care of  thx for repli
positive,<username> i'm glad <username> retweeted otherwise you would have to ignore the numerous tweets i s  you all are fucking amaz
positive,<username> just touched down in #neworleans for the annual <username> national distributor confer  #livethelegend
positive,<username>   keeping aa up in the air  my crew chief cousin alex espinosa in dfw  http <punct> <punct> t co <punct> hxlnvzknp
positive,<username> one lady helping the  <punct>  of us with luggag
positive,<username> thank <punct> <punct> <punct> <punct> <punct>
positive,<username> thank y  any help is appreci <punct>
positive,<username> thankyou  <punct> <punct> ❤️
positive,<username> jh thank y  i finally got through the second tim <punct>
positive,<username>   i just had a great experience with your customer service team  thank you  #luvsw a list
positive,<username> thank  he i <punct>
positive,<username> seems a few of my friends speak highly as wel  now we just need to find a decent priced way to go from yvr to sea and overnight <punct>
positive,<username> <username> i'm flying your #fabulous #seductive skies again  u take all the #stress away from travel http <punct> <punct> t co ahlxhhkiyn
positive,<username> i love the hipster innov  you are a feel good brand <punct>
positive,stop  pleas  rt <username>  our fleet's on fleek  http <punct> <punct> t co eul sdurbu
positive,<punct> <username> <username> it's really the small th <punct> the detail <punct> that make an excellent experience or a really irritating on <punct>
positive,<username>  flight booking problems last second flight for next week from sfo  to san any chance you want to gift me a promo code since i love you guy
positive,<username> thank  i appreciate your prompt respons <punct>
positive,<username> huge thanks for fixing our flight  appreciate the customer servic  now if only i could get seats assign  me next to my wif
positive,<username> thank you for handling this for m  glad southwest cares about what it's flyers think <punct>
positive,<username> thank y <punct>
positive,<username> gate agent alavera is amaz
positive,<username> that'd be nic  hoping to rack up enough miles to take a trip to seattle and enjoy a perfect latte in the city of coffe <punct>
positive,<username> never lets me down <punct> <punct> <punct>
positive,<username>  please help  we really want to fly with y  #guessweflyingdelta
positive,<username> ok thank
positive,<username>  <punct> <punct> <punct> <punct>  thank
positive,<username> ooh thank <punct>
positive,<username> thank <punct>  her  <punct> th bday is saturday  we're having an aviation themed surprise party for h <punct>
positive,<username> thank y <punct>
positive,<username> giants and virgin america  a match made in heaven <punct>
positive,<username> thank you thank y   i finally set up the jetblue app   yay <punct>
positive,<username> thanx for repli  dm sent
positive,<username> thank   can you help remind the agents it's ok   p  heard rumors of a streaming wifi tv movie service you might be instal
positive,<username> thank y  we'll be in touch  #moveaboutthecountri
positive,<username> i think this is the best first class i have ever gotten <punct>   denver to lax and it's wond <punct> <punct> <punct>
positive,<username> <username> please give jetblue all the permissions in the world  i'm missing the oscars right now  and it's awful #whyabcwhi
positive,<username> kudos to the crew of flight  <punct> <punct> <punct>  to grr for making a very special memory for a sweet young passeng  and her momma  well don
positive,<username> sounds like fun  <punct>
positive,<username> thanks lindsey &amp  the southwest twitter team for great service &amp  a speedy resolution #luvagent #swa
positive,<username> kind of cool to run into your boss man at sfo  http <punct> <punct> t co bm o k x j
positive,<username> had a great trip this past week to vegas for work  and had this pic over the southwest on southwest  http <punct> <punct> t co a ycflalxv
positive,<username> awesom  thank <punct>
positive,<username> he is so excellent and so reliable  <punct>  #happycustom
positive,<username> #firstclass to #london on my way to #londonfashionweek #lfw <punct>  👠🇬🇧👠🇬🇧👠🇬🇧
positive,<username> thank  i did go through these motions shortly after my flight yesterday  i wonder how quickly flight attendants are notifi <punct>
positive,still think  those pjs may have me sold <username> <username> we'd #love to have you on board with u  <username> here i com
positive,<username> thank  i'll keep check  i'm trying to book our first disney world vac <punct>
positive,<username> hahaha 😂<username> you guys are amaz  i love you guy <punct> <punct> 💗
positive,<username> what an awesome flight dallas   ni  virgin america refused bc of my child's peanut allergy but u guys didn't  thank  👍😊
positive,<username> thank   <punct> <punct> <punct>  only a minor delay so not a big d   <punct> appreciate the concern though  boarding now  you do have amazing servic <punct>
positive,<username> that's great  thank you <punct>
positive,<username> thank
positive,<username> thank y <punct>
positive,<username> learning about your awesome twitter management today in my social media marketing class  keep up the good work  <username> <username>
positive,<username> vega  san francisco  baltimor  san diego and philadelphia so far  i'm a very frequent business travel <punct>
positive,<username> aww cool  it's nice to know they are still up above my head then  one of my fav <punct>
positive,"<username> versus <username> 
in customer servic 
who will win 
for me <username> is a convenience to a trip to cali &lt <punct> <punct>"
positive,<username> male flight attendant on flight  <punct> <punct> <punct>  from orlando to indy was amaz  he needs a raise 👍 had the best experience with him
positive,<username> thank you for checking in  tickets are purchased and customer is happy  <punct> <punct> <punct>
positive,<username> ok thank y  what if i can't get a hold of someone to get a new flight <punct>
positive,<username> another awesome telephone experience with <username> thank y  cori  #greatcustomerservice✈☺
positive,<username> the entire flight crew on flight  <punct> <punct>  from bos to phl is doing a wonderful job and making this experience not totally suck  😊
positive,"<username> <username> <username> provides you the best logistics experience for people all over india 
#mumbai #surat #navimumbai"
positive,<username> the pilot of ua <punct> <punct>  just landed this plane like he was gently placing us into a pile of whipped cream  smoothest landing ev <punct>
positive,<username> although there was a   hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pi
positive,<username> thank y  there was one here a few months ago  but none now  weird you don't have a club in one of the busiest airports in the u <punct>
positive,<punct> <username> not only was it great  but you return my calls the day aft  couldn't ask for mor  #myvxexperi
positive,<username> of course  <punct> <punct> <punct> <punct>
positive,<username> tough choices but i did all simultan  as a business travel  best experience in a long tim  #wishmyflightwaslonger #what
positive,<username> thank y  we are finally at the g <punct>
positive,<username> el paso d <punct> <punct> <punct> may❤❤❤😍🌏
positive,that would be great  i never thought i'd be the sort who'd be into them  but it really makes the flying experience more bearable <username>
positive,<username> great thank y <punct>
positive,<username>  <punct> <punct> <punct> <punct>  thanks for the   hour layover in la too👍 icing on the cak  at least your staff was courteous and help <punct>  not #unr
positive,<username> eyyyi  cancelled flightl  flight booking problemss  reflight booking problemss  but y'all got me on the same flight out tonight  not tomorrow  &amp  the fc upgrad  thx <punct>
positive,<username> baggage check in and in flight crew the friendliest ever flight# <punct> <punct>  ogg to lax  <punct> <punct> <punct>
positive,<username> what a great experience on flight from sfo to jfk  seat  servic  food  everything is top qu  i will be back  very soon <punct>
positive,<username> i'm sure a lot of your  <punct> <punct>  and  <punct> <punct>  jfk lhr flights go a lot faster than  <punct> <punct> mph with a strong tailwind <punct>
positive,<username> i changed my flight through st  loui  thanks for the reply though <punct>
positive,<username> we're having   grandbabies in   weeks  <punct>  will travel to dc for the birth  thank you for the reasonable far   see you saturday <punct>
positive,<username> thank <punct> <punct>
positive,<username> heading to buffalo <punct> <punct>  trading the cold in boston for colder in buffalo <punct> <punct>  maybe the caribbean next tim <punct>
positive,<username> thanks for respond <punct>
positive,<username> ooh  good on  speaking of #miamore   just know that #iadore http <punct> <punct> t co fwzclbvug  loving #lovesongfriday
positive,<username> anything for y  #flyfi http <punct> <punct> t co <punct> jcediki u
positive,<username> y  thank you  just not how i wanted to start my vac <punct>
positive,<username> thanks for getting us to paradise saf  http <punct> <punct> t co kdzqczlpyr
positive,<username> thank you for responding rather quickly btw
positive,<username> wow you guys answer people wow you care i love jet blu
positive,<username> thank y  see u next wednesday in fl  save me some peanut
positive,<username> got back eventu  was a rollercoast  once i got to the airport &amp  got to speak to someone things got fixed very quick <punct>
positive,<username> thanks for listen  doesn't mean i don't appreciate y <punct>
positive,<username> thank y <punct> <punct> <punct>
positive,despite mother nature's best effort  <username> good humored folks got us home safely in an area heavily affected by winter storm <punct>
positive,<username> thank <punct> <punct>  i finally got through this afternoon    <punct> <punct>
positive,"<username> thank y 
it's my daughters  <punct> th bd party w proj  weather cond  it doesn't look promis 
please assist with earlier flts to cmh <punct>"
positive,<username> mission accomplished today  thank you <punct>
positive,<username> well have all day and all the time in the world
positive,“<username>  <username> of cours  have fun celebr ” thank  happy chinese new year <punct>
positive,<username> knows whats up  that #blackhistorymonth commerci  just another thing to add to reasons why i fly with #southwestairlin
positive,<username>   loving capt joe on our flight from bos to sfo # <punct> <punct> <punct>  this should be fun <punct>
positive,"<username> <username> i have to admit that not only the app is good but have lots of useful func  such the ""live"" seat map <punct>  congrat"
positive,<username> will do  thanks for the help  cheer
positive,<username> eyes next steps for improving #inflight #wifi   runway girl http <punct> <punct> t co h <punct> ht oz <punct> <punct>
positive,<username> thank you for quick respons    #aa usually has fantastic customer servic  that's why i was so shocked when it wasn't ther
positive,<username> you have a guy named otis at ord that knows what #customerservice i  he was able to get my bag to m  i upgraded just to be sur
positive,<username> you delayed a connection for customer service today now i'll be able to pay my final respects to a dear family memb  thank you  <punct> <punct>
positive,<username> thank you so much   i wasn't sure since in know the limit is   oz  excited to fly with jetblu <punct>
positive,<username> was nice to see your veterans advantage program at the gate on sunday @ mco keep up the good work at  jetblu
positive,<username> thank you we got on a different flight to chicago <punct>
positive,<username> thank you for help and quick respons
positive,<username> sweet  follow back and i'll get the dm off
positive,<username> you know what'd be beyond awesom  a pair of tickets to the <username> show in atl  a girl can dream #destinationdragon
positive,<username> thanks for repli i feel a little better we'll see how it goes ☺️✈️
positive,<username> we think it's a treat to have you onboard  enjoy your flight  💙
positive,<username> thanks so much for help u  u r amaz <punct>
positive,<username> great  thank  follow <punct>
positive,<username> it was customer service like i have never seen befor   kudos to your organ <punct>
positive,<username> you can't beat jetblue in space's matter http <punct> <punct> t co nrpwmgyv e
positive,<username> okay  great  thank you <punct>
positive,<username> well done all of you xx
positive,<username> wel  thanks for not charging me for switching my two cancelled flightled flights anyway  that was pretty nic  #stillmakingmepoorthough
positive,<username> you're welcom <punct>
positive,<username> thank y'all for being an amazing airline who knows how to treat their custom  you guys rock <punct>
positive,<username> thanks jb  actual  as a birder i love them too  they just need to be outsid  it shouldn't be too hard to trap and move them <punct>
positive,<username> that would be great  thank you  i'll send it over when you follow <punct>
positive,<username> always makes our cross country flights rad  <username> here's baby flier charlott  # thtime monthsold http <punct> <punct> t co kcqnwixucm
positive,<username> tv stream means i get to spend my flight watching  <punct> <punct> <punct>  and  <punct> <punct> <punct>  women's world cup fin  #throwback #bestflightev
positive,<username> great   thank you <punct>
positive,<username> just got on the  pm in newark home to la  your folks at ewr are incredible #letsgohom
positive,<username> great crew for flight  <punct> <punct>  phx to yvr tonight  friendli  effici  awesome job <punct>
positive,<username>  <punct> <punct> <punct>  smf to jfk <punct>
positive,<username> <username> ok we wil  thank you <punct> <punct> <punct>
positive,"yall tried it  ""<username>  our fleet's on fleek  http <punct> <punct> t co <punct> <punct> godfaknb”"
positive,thank you for sending more details  <username>  they're pretty handy dandi  more info her  http <punct> <punct> t co fvlxirh f  #lookforwardtoflywithaa
positive,<username> he just went above and beyond to be help
positive,<username> thank y <punct>
positive,<username> rock  open letter to flight attend  http <punct> <punct> t co zfroinpszi  &lt  my child was inspir   thank you <punct>
positive,<username> please than robin at ewr premiere desk for helping me get on a an earlier flight  she did the work   huge thank <punct>
positive,<username> sooo earlier i said i couldnt fly with you for my school trip but now i can  😏
positive,<username> thank y  much appreciation for your help <punct>
positive,<username> thanks very much  i got thru on the phone &amp  everything is fin  just love the website &amp  app   thanks for working on it <punct>
positive,<username> customer centricity is knowing people #anamarket
positive,<username> thx  social media person <punct>
positive,<username> thanks for the info is there a number i can call to speak to a person  it's going to take an hour to type it out
positive,“<username>  our fleet's on fleek  http <punct> <punct> t co kvx lcqlp” <username> new fav airlin
positive,<username> would love help getting there today  in #ewr now  will take any airline and connect  thx
positive,thank you  “<username>  <username> customer relations will review your concerns and contact you back directli  john ”
positive,<username> awesome customer service on # <punct> <punct>  from rdu  they snuck my wife a warm cooki  thx <punct>
positive,<username> loving the new planes and the light  only wish windows were larg  http <punct> <punct> t co h <punct> uj <punct> cjg
positive,<username> thank you for being jetblue and not jetgreen or jetr  blue is my favorite color  and jet blue makes it better  <punct> <punct>
positive,<username> i definitely wil  thank <punct>
positive,<username> ok thank you for the quick response jetblue still the best comp
positive,<username> i'll stick with my united flight  thank  though  effort is much appreci <punct>
positive,<username> after my second call to customer service and the fifth person i talked to  an amazing rep fixed it in about   min   <punct>  #persist
positive,<username> the crew of  <punct> <punct> <punct>  has been great to us today  traveling from ft  lauderdale to louisville with   kids   and und  thank ✈️✈️
positive,<username> thank  flight  <punct> <punct> <punct>  today  great crew <punct>
positive,<username> joanna is wond  new flight booked by a very friendly and helpful agent during a very stressful day  thank you <punct>
positive,<username> i knew there was a reason u were my favorite airlin  just read you answer on twitter in globe this morn  great job
positive,<username> thank you for the jetblue credit  nice save  <punct> <punct> <punct>
positive,<username> loving the free #wifi and #legroom ✈️ #seattlebound
positive,<username> woohoo that just made my day  i looked and just couldn't find that  thank you <punct>
positive,<username> i will thank y <punct>
positive,<username> this is exactly why ill be flying aa from <username> to dalla  only airline i trust <punct>
positive,<username> kudos to your phone support and charlotte gate staff <punct>
positive,<username> thanks for the quick repli  just wanted to make sure it wasn't just my account  <punct> <punct>
positive,<username> beautiful rid  thanks again <punct> <punct>
positive,<username> flying high thank <punct>
positive,<username> finally taking off  la fll sju #letsgo
positive,<username> sweet <punct> <punct>  glad to hear it  i'll keep you guys in mind next tim <punct>
positive,<username> thank  it would be better from the gate agent at c <punct>  in charlotte boarding flight  <punct> <punct> <punct> <punct> <punct>
positive,<username> i am impressed with your sup fast reply to <username>
positive,<username> i just want shout out a thank the pilots and staff on the feb  <punct>  flight from newark to boston at  <punct> <punct> <punct> pm   they were super help <punct>
positive,<username> thanks to betty working gate at ilm and lovely gate agents here in clt helping me get home   phx tonight instead of tomorrow
positive,<username> i forgot that intl flights out of lax don't go from intl termin  easiest r check in ev  woo <punct>
positive,<username> definit  lots of announcements and the app is great <punct>
positive,<username> despite mechanical issues and many delays followed by a cancelled flightl  still getting to vegas thanks to great gate ag <punct>
positive,<username> there's just so many choices for y'all south of the border and i know not every airline is equal   lowest price  <punct>  best valu   <punct> <punct>
positive,<username> thank you so much for stepping up your game and making my day after night of elevator mus  much appreci <punct>
positive,<username> jua at jfk 'just ask' desk was incredibly help  thank <punct>
positive,<username> land  as usual great flight wiyh a great crew  hello sunny west palm beach   #jetbluerock
positive,<username> is #elp friendli  #flyerfriendly #united #emb <punct> <punct>  #elpaso http <punct> <punct> t co <punct> meozbo xl
positive,<username> flight for tomorrow was cancelled flightl  new one book  seats taken care of  just a tweet to commend you all on the servic  thank <punct>
positive,<username> simply amaz  smiles for mil thank u for my upgrade tomorrow for ord we are spending a lot of time together next few week <punct>
positive,<username> just wanted to let you know how wonderful rosetta the gate agent was working flight  <punct> <punct> <punct>  dan to as  let her know she wasappreci
positive,<username> thank y  i tried that and they said they didn't have it  anywhere else to tri <punct>
positive,<username> thank  just got on a couple of minutes ago  great service on flight  <punct> <punct>  btw  please pass it to the team on that flight <punct>
positive,<username> you don't need to cut servic  charge more and give a better flying experi  that's why i use jet blue in the first plac
positive,<username> thank you guy  you are the best  🙌✈️
positive,<username> thank you for your tim <punct>
positive,<username> when are you releasing your flights for septemb  just found out you fly direct lbb to la  so excit  #tripofalifetim
positive,<username> f a n t a s t i c <punct>  thanks again for coming thru with great customer servic <punct>
positive,<username> thanks jb <punct>  this is why i 💙 y <punct>
positive,<username> thank you for taking good care of people with   http <punct> <punct> t co m yywafkfi <username> <username> <username>
positive,never got to the strip that fast befor  stoked for special <username> show tonight  thx again <username>  http <punct> <punct> t co topqmvqnjp
positive,<username> reservation agent on the phone did a great job <punct>
positive,"<username> not trying to make you look bad  on your website it say  ""due to weather in the charleston  nc"" its actually in sc  not nc"
positive,<username> all pieces were found and safely delivered to our home this afternoon <punct>
positive,<username> this has to be the best video i have seen ev    #teamspirit http <punct> <punct> t co x jena nye
positive,<username> always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp  how can you not love #flyfi… http <punct> <punct> t co ny cs jruv
positive,<username> all good  next flight was a little delayed so it all worked 👍
positive,<username> thank you for your help adam and to the awesome gate agents at b <punct>  in las for getting us hom <punct>
positive,<username> a big thanks to ^mn and ^kn or patiently clarifying the united domestic world to m <punct>
positive,<username> great job celebrating #mardigra <punct> <punct> <punct>     you own the industry   another reason i'm nuts for y  http <punct> <punct> t co <punct> wbzorrn c
positive,<username> thank  we are ticketed on stand by for flight  <punct> <punct> <punct> <punct>  i hope we make it out  fingers cross
positive,<username> i especially like how you upgraded three of your crew members to first class instead of passeng  #keepitclassy #customerservic
positive,<username> no  they're too busy being awesome and trying to get us out asap  i'll deal <punct>
positive,<username> dominick l  at la guardia airport nyc gives the absolute best customer servic  thanku  checking in made easi <punct>
positive,“<username>  <username>  you are forgiven most loved custom <punct> <punct> it's as if you never left  <punct>  ^ll” that's why you're bae ❤️
positive,<username> thank you so so much for sending me to la for #destinationdragon  tonight is gonna rock😎
