<username> have had a companion pass for a few year and my wife and i use it all the time   thank #southwest for make travel easy!,positive,0
<username> i'm great thank keep up the good work,positive,0
<username> #firstclass to #london on my way to #londonfashionweek #lfw   👠🇬🇧👠🇬🇧👠🇬🇧,positive,0
<username> awesome! #bestairlineev,positive,0
<username> luv my companion pass!,positive,0
<username> here you go    your napkin pretti much say it all! http   t co oxi jnpjm ,positive,0
<username> thank for ask on second plane after mainten issu  for flight from ord to lit  sit at gate in very very warm plane,positive,0
<username> well done all of you xx,positive,0
<username> thank to ella mae at la counter for go above and beyond to help us get back to abq after our flight was cancel flightled!,positive,0
<username> <username>  i'd at least enjoy a free cocktail   or two ,positive,0
<username> <username> sparrow love it  they'r cute,positive,0
<username> i ador you  and am so look forward to my flight to austin in two week ,positive,0
<username> you rock for make it so i can watch #oscar on my flight!! #redcarpet #oscar #oscar    ,positive,0
<username> i love your guy' song! we'r danc to it for our high school danc revu,positive,0
<username> you guy are awesome! thanks!,positive,0
<username> look forward to the beat music avail on my flight today  that' pretti cool ,positive,0
<username> offer atlanta unpreced perk http   t co nustgpelsf http   t co be b k xbt,positive,0
<username> thanks!,positive,0
<username> thank you  see u next wednesday in fll  save me some peanut,positive,0
<username> i luv ur peopl and product!   thing is y do u charg for herbal tea but not black tea? i'm not a caffein drinker,positive,0
<username> thank you swa and shannon g  <username>  c    for being a miracl worker! #awesom,positive,0
<username> i'm all set  about to fli  not bad for a first date with a giant metal bird machin  she even brought snack ,positive,0
<username> <username> was there few week ago awesom bright vibrant  and no habitrail,positive,0
<username> your employe charl cave at the gate at msi went above and beyond to help tri to help me find my glass  thought u should know,positive,0
<username> mission accomplish  gave <username>  a hug http   t co lt pykfvrq,positive,0
<username> <username> yes! great real time exampl  thank for being awesom  #jetblue! #jvmchat,positive,0
<username>  was far less pain than what was come from avi   💙,positive,0
<username> everyth for sort out  thank for the help  excit to get home tonight!,positive,0
<username> is the best airlin i have flown on easi to chang your reserv help repres &amp  a comfort fli experi,positive,0
<username> final called! can't get met seattl so refund will be process  thank,positive,0
<username> you have the best flight attend ever!!! http   t co pxdel nq l,positive,0
<username> thank you! excit to be work with you guys!,positive,0
<username> <username> holi fuckinf shit,positive,0
<username> oh no worri nl  no disappoint here  better to have no loung than like #delta who has them but does disappoint!,positive,0
<username> stay warm   i will be pass through chicago next week,positive,0
<username> thank you thank you!  i final set up the jetblu app!  yay!,positive,0
<username> gave me a smile today  with a zero award        comput have some sens of humour     http   t co jnqnbk hut,positive,0
<username>  great way to start my vacat with an on time departure! look forward to my global first class suite!,positive,0
<username> #     super smooth flight and land  nice done ,positive,0
<username> thanks!,positive,0
<username> has unrival access to #california with flight to the u s  from   uk airport  with nonstop or one stop connect year round,positive,0
<username>      which also had   work wc in coach  good thing this bird land ahead of schedul  i have to use the wc stat ,positive,0
<username> fabul   thank you so much! look forward to take to the sky with you!   ,positive,0
<username> so far so good! http   t co   c ex  rk,positive,0
<username> but thank for ask,positive,0
<username> thank you  liter call for preboard as i ran up ,positive,0
alway have it together!!! you'r welcome! rt <username>  <username> you'r so welcom ,positive,0
<username> nicol at quito airport took great care of us this week  handl lost baggag  seat chang  veri profession nice  pat her back ,positive,0
<username> thank you for the prompt respons  i will email late flightr today ,positive,0
<username> look at this beauti 😉 dc    unit airlin 😉 hope you like this beauti 😉 http   t co ns acfqcdq,positive,0
<username> aww thanks!! other than that  love it!,positive,0
<username> thank for the ride to chicago  #kmdw #b    http   t co  cpypgfnd ,positive,0
<username> you're the best,positive,0
<username> incred view! i had a smooth flight both way even tho there was turbul  your pilot rock! http   t co  nsusfsbpv,positive,0
<username> great flight experi again    sfo jfk    dare i say it? a consist high qualiti on a legaci airline? keep it up guys!,positive,0
<username> thank you for check in  ticket are purchas and custom is happi    ,positive,0
<username> thank you we got on a differ flight to chicago ,positive,0
<username> thank you  busi time ,positive,0
<username> kudo to your phone support and charlott gate staff!,positive,0
"cool thx! onli a coupl more #pgashow flight til i'm #mosaic   can't wait  will be easier to chang flight when weather bad
<username>",positive,0
<username> thank you ,positive,0
<username> come back to #phl alreadi  we need you to take us out of this horribl cold  #pleasecomeback http   t co glxfwp nqh,positive,0
<username> i'v just receiv the ticket  thank you for your help,positive,0
<username> on re accommod number lisa  liza?  in raleigh was very help,positive,0
<username>  thank for ad passbook ability! hope we can do group passbook ticket in the futur somehow ,positive,0
<username> a big thank to the gate agent flt      keep us inform of the delay#greatcustomerservic,positive,0
<username> your clt baggag crew deserv a #kudo  i had to run to make my connect  and my bag still made it! #customerservic,positive,0
<username> flt      ewr to sfo excel servic  friendli flight attend  made the  am flight a very good start to the day ,positive,0
<username> i total understand the weather  just frustrat  thanks!,positive,0
<username> thanks!,positive,0
<username> is offici my favorit airlin  they have creat magic for me all day!!! #friendlyski #careyon,positive,0
<username> flight attend #yeseniahernandez provid excel servic among peculiar condit throughout the day ✈    ,positive,0
<username> thank   it's very help to understand that the reduc price seat that are sold at check in have prioriti over the certif ,positive,0
<username> that is great  but once it get to buffalo will it be abl to leav and get to jfk? or there' issu still at buffalo airport?,positive,0
<username> no worri at all!!! i would rather be safe on the ground than take any chanc  yes! tomorrow am if bna reopen ☺️,positive,0
<username> <username> can you bring guinea pig in small pet carrier onboard your flights?,positive,0
<username> great  thanks!,positive,0
<username>  great custom servic again  thanks!,positive,0
<username> and they were travel as guest of a mileag plu member use that member mile  great custom servic ,positive,0
<username> thank you for follow up!,positive,0
<username> has the best custom service!,positive,0
<username> i'm on the       flight! everyon has been so nice and helpful! i'm just hope we'll get to fli out! thank you!   ,positive,0
<username> aw  thank for the kind word  total make these extra   hour sit in an airport soooo much better ,positive,0
just got off the phone <username> custom servic  onli   minut to get my issu resol  you guy are awesom ,positive,0
<username> i love this airlin so much! thank so much! the servic is great! the snack are amazing! everyth is outstand thanks!!,positive,0
<username>  hahah 😂👌👌👌 love fli jet blue tho!! http   t co  vee  macm,positive,0
<username> honestli  i stop tri to report thing via websit  now i just laugh  flight work  mile accru  i'm sure it's just cosmet ,positive,0
<username> thank for help out! class act  all the way    see you in the air!,positive,0
“<username>  <username> we will follow up with our mainten team  thank for the tweet  ^kp” thank you!  unit cares!,positive,0
<username> thank  i made it ,positive,0
<username> no worri at all  y’all have a good one!!,positive,0
that would be great! i never thought i'd be the sort who'd be into them  but it realli make the fli experi more bearabl <username>,positive,0
<username> thank for the respons  we are hope ,positive,0
<username> perfect! thank you!,positive,0
<username> beauti ride  thank again  ,positive,0
<username> not frustrat  just an idea! great crew  thanks! #happycustom,positive,0
<username> thank for the great custom servic today! 👍👌,positive,0
<username> veri excit  for the first time this sunday  march   i get to fli #jetblu flight     #mint from jfk  look forward    ,positive,0
<username> bump me to preboard on both flight  because i'm fat?  whatev the reason  thanks!,positive,0
<username> cool pictur of anoth virginamerica plane off our wing  what a site! http   t co  b agfd c ,positive,0
<username> oh i see what you did there! thank for support #padresst ,positive,0
<username> no worri  you'r doing the best u can  alreadi cancel flight my biz trip  still $luv you!  rr           ,positive,0
<username> know custom service!! thank you for start our   week vacay on an amaz note! thank you sarita!!!,positive,0
<username> thank you for respond so promptly! i look forward to the     km drive to the offic to file a claim ,positive,0
<username> thank you! i know the weather in #boston isn't great  everyone' tire,positive,0
<username> no  but we'r on the flight leav from boston to seattl right now     flight    ,positive,0
<username> we haven't depart yet so let' not get too high hope   but everyth has been on schedul so far,positive,0
<username> absolutely!,positive,0
<username> good to be home #texa #moodlight http   t co n bvzti zi,positive,0
<username> thank you  took care of everyth and made it right  that' the experi i'm use to  open the app to find flight chang ,positive,0
<username> boe     star allianc short final <username>   l on an amaz winter morn #    #avgeek http   t co owmaxoyehz,positive,0
<username> ye i was everyth work out great,positive,0
<username> thank you #loyalmosaicmemb,positive,0
<username> <username> well deserved!,positive,0
<username> its alway a pleasur ☺️,positive,0
<username> sign me up!,positive,0
<username> she's the type of person that can make a custom day! i fli      time a year &amp  she's one of the top flight attend i'v had!,positive,0
<username> chicago seen from seat  a  aa       so far a great ride! on to pdx! http   t co x rsvagijn,positive,0
<username> thank  we are ticket on stand by for flight       i hope we make it out  finger cross,positive,0
<username> thank for the great custom servic  famili made it back to sat safe  the weather at dfw made thing a littl worrisom ,positive,0
<username>  thank you for a great flight in gfc    cheer http   t co nvlnglnmgn,positive,0
<username> <username> love sw forever😃💕😍⤴⤴,positive,0
<username> thi is exactli why ill be fli aa from <username> to dallas! onli airlin i trust!,positive,0
<username> would also like say kind move on ad the point !,positive,1
<username> great to hear thankyou so much  greatli appreci your repli  feel much more settl now ,positive,0
<username> constantli provid wonder view and service! #southwestluv http   t co  unxqotzik,positive,0
<username> its a wonder thing!,positive,0
<username> welcom anyon who work in those condit deserv a thank you even though i am other side of #atlant lol xx,positive,0
<username> awesom custom servic on #    from rdu  they snuck my wife a warm cooki  thx!,positive,0
<username> after my second call to custom servic and the fifth person i talk to  an amaz rep fix it in about   mins!    #persist,positive,0
<username> thanks! call right now!,positive,0
<username> <username>  no but my friend in the pictur   phillip heller  jfk ifc  did and he said it was delicious!,positive,0
<username> just did last night  thank for follow up    ,positive,0
<username> my boyfriend and i have love <username> sinc      &amp  it would be so awesom to go to vega event  ani way you can help?,positive,0
<username> you are one great airlin ❤️,positive,0
"<username> also  emerg exit seat   ' "" and that' a huge win ",positive,0
<username>   flight in   hr &amp  i'v had the same flight attend for   of those flight  freaki coincidence! plu side she's great    ,positive,0
<username> <username> fli with you in april  first time on southwest  can't wait!!! flew american airlin last time  wa meh ,positive,0
<username>   happili  flight      was not delay when a cockpit visit blew my four yr old' mind  thank  cap'n! http   t co c mqezxvdh,positive,0
<username> it was the usual excel swa flight!,positive,0
<username> thank for the remind of a few older flight i'd taken and the easi access to add point to my new jb account! awesom servic ,positive,0
“<username>  <username> so glad to hear  thank for share the video ” me and jetblu are #bff 🙏,positive,0
<username> thank for respond     will do!,positive,0
<username> thank to lea in the chicago offic for her help in switch our cancel flight flights!!,positive,0
<username> you are amazing!!! follow me back  please!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive,0
<username> pleas than robin at ewr premier desk for help me get on a an earlier flight  she did the work   huge thank ,positive,0
<username>      mdw   san flt      attend melissa was awesome! fast  smile  great  after weather cancel flight day b   it was welcom,positive,0
<username>   thanks! i will catch my conection!   ,positive,0
"<username> ceo gari kelli  ""we are america' most love and most flown airline!"" #southwestr #bwi #bestemploye #swacultur #swapic",positive,0
"<username> flt      capt herman is amazing! came out before flight to play ""ask the captain anyth "" wonder ambassador to the airline!!",positive,0
<username> i will thank you!,positive,0
<username> the   th annual martha' vineyard african american film festiv  august               our attende deserv a great flight to mv??,positive,0
<username> pretti impress with the in flight entertain  full touch  usabl  smooth  good select ,positive,0
<username> win top mark for custom servic via twitter  they turn a poor experi into a posit  mani thank for the effort! 👍,positive,0
<username> joanna is wonder  new flight book by a very friendli and help agent during a very stress day! thank you!,positive,0
<username> thank for the info is there a number i can call to speak to a person? it' go to take an hour to type it out,positive,0
<username> thi is probabl the least depend airlin in the western hemispher  <username> does not belong in star allianc  but skyteam,positive,0
<username> thank a ton!,positive,0
<username> sorri to spam  it would just be so awesom to see <username> in vega  your help would be absolut amaz ,positive,0
<username> thank,positive,0
<username> love it  can't wait for monday' return flight    mostli just to watch the inflight safeti video again  #sorrynotsorri,positive,0
<username> thank you ,positive,0
<username> thank to your outstand nyc jfk crew who move mountain to get me home to san francisco tonight!,positive,0
<username> thank  both airlin said that it is locat at aa detroit  also was inform that it flew with aa  which shouldn't matter ,positive,0
<username> #     houston bogota board again  safeti first  it seem the mechan fix the problem faster  good energi to fli home famili,positive,0
<username> we are readi to be inspired! http   t co s esw agum,positive,0
<username> thanks! it' hectic for everyon but their action don't repres the compani well imo,positive,0
<username> thank you!,positive,0
<username> i did   #flyfi work well and was free aboard this flight,positive,0
<username>  <username> <username>  <username>     what a great first night  #destinationdragon http   t co n lrfo uay,positive,0
<username>   huge prop to parizad at checkin in sacramento for her help on friday to get   of us home when other airlin were delay,positive,0
<username> congrat vx on the new route! ✈️🎉,positive,0
<username> congrat on win the <username> award for best deal from an airlin  us  http   t co kj iljaebv,positive,0
<username> thank for get me to orlando earli #happi,positive,0
<username> can i get tik for #destinationdragon omg id love to! plz 😱❤️im die,positive,0
<username> thank  i'll keep check  i'm tri to book our first disney world vacat ,positive,0
<username> on the plane now!  hope no longer at the merci of the playlist!  thanks!,positive,0
<username> #flight home to #dc #sunset #globe in' #backtowint back to #work! #refresh http   t co vx vbctdlf,positive,0
<username> got it squar away  thank you  i had a man on the insid help me out!,positive,0
“<username>  <username> hmmm    how does the caribbean sound? http   t co aay avg  b ^ld” warm thanks!,positive,0
<username> after miss my flight and reflight book problem  x  i just walk onto anoth flight and my phone was still on the seat!!,positive,0
<username> hope now my applic for jetblu donut design will final go through the proper channel ,positive,0
<username> thank you  we fill out a claim and hope to have the bag tomorrow ,positive,0
<username> i got a new reserv for tomorrow  thanks!,positive,0
<username> no worri your custom servic get a bad wrap but just spoke w agent who save me huge amount of time &amp  apolog for yesterday,positive,0
<username> anoth great trip! lax       la        bna  thank so much!!!,positive,0
<username> awesom  i flew yall sat morn  ani way we can correct my bill ?,positive,0
<username> thank  i'm find lower fare alreadi on other carrier with direct flight  juli        ,positive,0
<username> i made it! head to denver  and your employe realli are as pleasant as i just told someon your applic ask   thanks!,positive,0
<username> ok thank you! veri helpful! thi is why you're my favorit airline!,positive,0
<username> well i did miss it  but gate agent had rebook board pass wait when i land  time for lunch &amp  a beverag  easi cheesi,positive,0
<username>   great flight from phoenix to dalla tonight!great servic and on time! make <username> very happy! http   t co tkvcmhbpim,positive,0
<username> luvin me some flight today!! don't change!!  and pleas add paypal as payment option!!!,positive,0
<username> thank you for the free flyfi!! make an alreadi great airlin even better! #jetblu #boston #westpalmbeach #flybett,positive,0
<username> i love fli with u  but i have a question  why is one of ur plane call ny jet,positive,0
<username> for the record  that was less than a    minut turnaround time for the answer from the question   jetblu rocks!,positive,0
<username> first time fli with you  you'v definit won me over!,positive,0
<username> well it is john hughes' birthday  but i will stick w the plane &amp  hold off on train &amp  automobil  gate worker are doing well ,positive,0
<username> ill check it out  appreci the respons  regardless ,positive,0
<username> has getaway deal through may  from $   one way  lot of cool citi http   t co b xi yg t  #cheapflight #farecompar,positive,0
<username> well  thank they'v got a nice food court here   when will an updat be posted?,positive,0
<username> #americanview sweet home chicago http   t co j iclv dt,positive,0
thank you “<username>  <username> i can certainli take a look  pleas follow and dm me your confirm number for assist  ^jh”,positive,0
<username> best airlin name ever  whenev i see it  i want to get on their plane to blue sky &amp  sea   and they deliv on that promis ,positive,0
<username> good morn ,positive,0
<username> ye  it's a domest flight  thank you!,positive,0
<username> rhonda c  at atlanta airport redeem you guy  she got us straighten out ,positive,0
<username> glad to know i'll be fli the luv airlin tomorrow   ,positive,0
<username> pleasantli surpris with qualiti of servic and flight flew lga cle den  friendli crew  love the concept of #byod #worksnic,positive,0
<username> that' ok  thank for let me know  appreci all the respons ,positive,0
<username> i love and appreci the fact that you guy rare cancel flight flight and are on time  but i need a cancel flightlat this time  🙏,positive,0
<username> the pilot of ua    just land this plane like he was gentli place us into a pile of whip cream  smoothest land ever ,positive,0
<username> <username> 😃cool,positive,0
<username> ye !  d  y  from <username> on instagram   ,positive,1
<username> got it taken care of! thank you &lt  ,positive,0
<username> i'm #makingloveoutofnothingatal on my #brandloveaffair to #lax http   t co kdhruf  sw,positive,0
<username> i hope so too   ,positive,0
“<username>  <username> your puppi is so cute  we look forward to having both of you on board  thank for the high five  ^ey” 👏👏,positive,0
<username> just touch down in miami   not too far off   nice done unit 👍,positive,0
<username> made it!!! send bloodi mary' to row   !!!,positive,0
<username> you guy are awesom    #dontchangeath #luv,positive,0
<username> allow you to chang a flight once for no fee  yay! i will alway book flight with them  <username> chang you $   ,positive,0
<username> thank for the quick response! finger cross the plane get here then,positive,0
<username> thx off the respons  final got through the    min wait and talk to someon ,positive,0
<username> <username> thanks!,positive,0
<username> great job!! look forward to my next trip being abl to use this new feature!,positive,0
<username> <username> pleasantli surpris to find ana has made major upgrad on their transpacif rout in flight  plane and servic,positive,0
"<username> your social media team just said ""sorry""  thank submit a complaint got resolut from an amaz rep who call ",positive,0
<username> did i win   ,positive,0
<username> current danc in the termin  love stevie!,positive,0
<username> just curiou  thank for the respons as alway  good or bad  better than your competit ,positive,0
<username> thank you!,positive,0
<username> ann mari at lga is the best ticket agent ever! #excellentcustomerservic,positive,0
<username> we had a wonder flight attend name leah that was with us from lga to den  then den to anchorage!,positive,0
<username> alreadi sign up!  thanks!  look forward to tri the southwest experi ,positive,0
<username> that' where we are now  thank you ,positive,0
<username>  i realli love your custom servic lou ann in phx rock  thank sw  #be ourguest,positive,0
<username> thank we'll be in touch!,positive,0
keep it up    <username>,positive,0
<username> omg thank u😻😻😻,positive,0
<username> <username> thank you! i like the quick respons on twitter!,positive,0
<username> sound great! thank you!!   ,positive,0
<username> i was just sit here talk at a tech confer about how awesom you guy are and this roll across  luv you guys! #lol,positive,0
<username> thank for the time servic &amp  great staff get my wife and me to and from cancun this past week for our honeymoon ,positive,0
<username> it's amaz realli ,positive,0
<username> mani thank for your reply! http   t co  cgfv  gzb,positive,0
<username> thank for the quick reply! i just fill in the form #idnumb        #hopetogetanswersoon,positive,0
<username> ugh alway know a way to my heart 😘🙌,positive,0
<username> all good  i'll call tomorrow  thank ,positive,0
<username> hotspot free wifi make me happi  #jfk #itsthelittleth,positive,0
"<username> <username> 
great news ",positive,0
<username> you too!,positive,0
<username> thank you!!! 👍👍👍👍👍,positive,0
<username> and again! anoth rep kick butt! naelah repres your team so beautifully!! thank you!!!,positive,0
<username> thank you! love united!! have   flight today!,positive,0
<username> a nice trip back home after a looong vaca 😊🌴 http   t co  trvfncedl,positive,0
<username> you guy are lucki i love you,positive,0
<username> thank for get me home from denver tonight despit the snow!,positive,0
<username> just land   crew couldn't have been more graciou or accommod  although a long delay i appreci your prompt response!,positive,0
<username> thanks!,positive,0
<username> star align  connect flight was delay into clt  made it! thank  glad to know someon is listen  time for   ° in mobay!,positive,0
<username>  thank southwest for save our trip  my sweetheart isn't go to miss see #altonbrownl thank to y'all! #sohappi,positive,0
<username> we are off to kax premium   hope this flight is better food  tv now i know how to work it and servic  tnx,positive,0
<username> lol me too,positive,0
<username> it was very comfort  now wait for our luggag,positive,0
<username> we were move to a delta direct  thank you for the accommodations!,positive,0
<username> hey awesome!  thank for the repli  will be fill the form out! <username>,positive,0
<username> connect made  thank again this week  #daddyshom,positive,0
<username> nvm  gate said they'r hold connect  thank for quick response!,positive,0
<username> thank so much for talk to me! the articl about #twitter chat came out great! http   t co rkorhvr z  #contentmarket,positive,0
<username> i love you southwest  i accept all your flight attend and their mani talent always! #flyswa,positive,0
<username> thanks! great stuff! i can only imagin how jam everyth is ,positive,0
<username> haha  thank  you guy are great  unlik the <username>      #gopatriots!,positive,0
<username> thank you! cc  <username> ,positive,0
<username> look like our bag has been rescu  thanks!,positive,0
<username> good to know  thank so much!,positive,0
<username> <username> good luck at dfw this even aa!,positive,0
<username> has some of the best airfar prices! gotta luv them   ,positive,0
<username> im in a session present by one of your belov travel  <username> i see why you love him so much http   t co vv cfyhkvb,positive,0
<username> thank you!,positive,0
<username> i'm book for tuesday night     degre in alabama right now  i'm good  stay warm and safe ,positive,0
<username> can't wait! i'll be the one who can't contain herself  😄,positive,0
<username> yes! just a few minut after my tweet  she was abl to reschedul her flight  thanks!,positive,0
<username> thank you for the new club at o'har  veri comfort  you made the difficult weather day profici and enjoy ,positive,0
<username> gr  #mint crew on #flight     to #lax they'r #mintalici #truebluelov #shelleyandmarcrock #travel #air,positive,0
<username> love  luv the addit of the passbook option ,positive,0
<username> finally!  a passbook option for the swa app  thank you!!!!!,positive,0
<username> thank you!,positive,0
<username> thank for updat me about the    hour delay the exact second i got to atl  🙅🙅🙅,positive,0
<username> just did! thank you!,positive,0
<username> just got on the  pm in newark home to la  your folk at ewr are incred #letsgohom,positive,0
<username>   thank for your help   got me what i need  but its an issu with <username>   i guess i sit awhil longer ,positive,0
<username> you guy did an amaz job today! know it’ hard  thank to kate appleton for all her hard work reflight book problem my friend and me!,positive,0
<username> thank you!!! on our way to get her bag now   thank to having that number 😊,positive,0
<username> thank for the repli  on a good note  the pilot nail the land  serious  kudo ,positive,0
<username>  thank you for a wonder global first class flight on your     to fra  great servic   cont  http   t co   n kdcsxu,positive,0
<username> leav soon  thanks!,positive,0
<username> <username> i am so go to miss us airway   you alway provid great servic and never let me down ,positive,0
<username> has getaway deal through may  from $   one way  lot of cool citi http   t co tzzjhuibch #cheapflight #farecompar,positive,0
<username> deborah help me💁,positive,0
<username> that' why u guy are my #  choic ,positive,0
<username> thank for get me back to nashvil  big thank to the pilot on the      out of baltimor  fli in snow land on ice ,positive,0
<username> wow  what a deal  again      plu seat avail  easi chang to make a custom happi ,positive,0
<username> i would do anyth for ticket to the vega    anyth  i love imagin dragon so much!!,positive,0
<username> thank guys! got hold of someon  realli awesom servic i appreci it   ,positive,0
<username> is the best airlin out there no one is better than them #onelov #southwest #bestairlin,positive,0
<username> flight      phi to den was staf by a great crew  #freecomedyshow #newlifetimecustom,positive,0
<username> great  thank you  best of luck deal with this horribl winter ,positive,0
<username>   <username>  = outstand custom service!  thank you!,positive,0
<username>  i realli appreci you all' #bhm commerci that air today during <username> #bookofnegro,positive,0
<username> thank you for incred custom svc from gate to flight  mint experi is magic ,positive,0
<username> met with agent  all taken care of  thx for repli,positive,0
<username> i miss mine terribl  a    for my   th anniversari would be amaz  it would mean luv is in the air  #dontmakemebeg,positive,0
<username> first time fli virgin  went to #sanfrancisco  thank for the smooth ride  easili my new fav airline!,positive,0
<username> <username> i realli would love to experi first class on that plane look stunning!,positive,0
<username> thank you!,positive,0
<username> thank for the person custom service! #cannedtweet #autorespons,positive,0
<username> thank  you alway be my airlin of choic when possibl,positive,0
<username> awesom  thanks! you guy rock!,positive,0
<username> i love this song &lt   thank <username>,positive,0
<username> ye  nearli everi time i fli vx this “ear worm” won’t go away   ,positive,0
<username> just gave me ticket to see <username>  at <username> on saturday  i can't even right now haha  thank you!!!!,positive,0
<username> i would prefer a similar pictur but full of e    tail  but great shot!,positive,0
<username> so loyal that i'm drive to #nyc from #pa  to fli virgin   sinc you cut #philli flight   ,positive,0
<username> thanks! see you soon!,positive,0
<username> awesom new plane flight     ,positive,0
<username> even though this flight #    didn't have much need hot beverag   us ny er  the land was super smooth 👍👍 😊 #happytweet,positive,0
“<username>  <username>  you are forgiven most love custom   it's as if you never left    ^ll” that' why you're bae ❤️,positive,0
<username> thank for repli i feel a littl better we'll see how it goe ☺️✈️,positive,0
<username> thank for the upgrad today great way to start my week! cc  <username> <username>,positive,0
<username> you are the best airways!!!!!!!!!! follow me back  pleas 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive,0
<username> i'v appli more then once to be a member of the #inflight crew team   im    % interest  #flightattend #dreampath  g,positive,0
<username> thank you    ,positive,0
<username> that would be great,positive,0
<username> thank you,positive,0
<username> great  thank  follow ,positive,0
<username> look like i'm settl in to where i'm go   thx ,positive,0
<username> it was fabulous! veri pleas ,positive,0
<username> can a pair of ticket wait for me after my sport practice? i live here and definit know where that is! <username>,positive,0
<username> just dmed  thank so much for address this so quickli ,positive,0
<username> thank guy got some sleep  hang in there dfw with bad weather ,positive,0
<username> thank you so much  how will you be abl to contact me?,positive,0
<username> thank i think we'v got it figur out,positive,0
<username> karen with custom servic was very help  thank you for provid one bright spot in a frustrat situat ,positive,0
<username> can't wait!!!    !!! <username> http   t co odlal edh,positive,0
<username> i'll check it out when i get to the airport  thank ,positive,0
 <username> <username> it's realli the small thing  the detail  that make an excel experi or a realli irrit one ,positive,0
<username> thank for the info! have a good day ,positive,0
<username> thanks! veri excit to see it  d,positive,0
<username> has the smoooothest flight attend  #southwestsmoothi http   t co vr k   lai,positive,0
<username> thank for help  can't wait to travel with! and get out of the snow ,positive,0
